State,Year,Month,Period,Indicator,Percent Complete,Percent Pending Investigation,State Name,Predicted Value
IA,2022,October,12 month-ending,Percent with drugs specified,100,0.0173586,Iowa,
IA,2022,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.0173586,Iowa,59
IA,2022,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.0173586,Iowa,66
IA,2022,October,12 month-ending,Number of Deaths,100,0.0173586,Iowa,
IA,2022,October,12 month-ending,Heroin (T40.1),100,0.0173586,Iowa,29
IA,2022,October,12 month-ending,Number of Drug Overdose Deaths,100,0.0173586,Iowa,488
IA,2022,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.0173586,Iowa,251
IA,2022,October,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.0173586,Iowa,215
IA,2022,October,12 month-ending,Cocaine (T40.5),100,0.0173586,Iowa,44
IA,2022,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.0173586,Iowa,213
IA,2022,October,12 month-ending,Methadone (T40.3),100,0.0173586,Iowa,10
IA,2022,September,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.017129154,Iowa,236
IA,2022,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.017129154,Iowa,67
IA,2022,September,12 month-ending,Number of Drug Overdose Deaths,100,0.017129154,Iowa,471
IA,2022,September,12 month-ending,Percent with drugs specified,100,0.017129154,Iowa,
IA,2022,September,12 month-ending,Heroin (T40.1),100,0.017129154,Iowa,27
IA,2022,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.017129154,Iowa,57
IA,2022,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.017129154,Iowa,239
IA,2022,September,12 month-ending,Number of Deaths,100,0.017129154,Iowa,
IA,2022,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.017129154,Iowa,202
IA,2022,September,12 month-ending,Methadone (T40.3),100,0.017129154,Iowa,13
IA,2022,September,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.017129154,Iowa,207
IA,2022,September,12 month-ending,Cocaine (T40.5),100,0.017129154,Iowa,42
ID,2022,April,12 month-ending,Number of Drug Overdose Deaths,100,0.233161995,Idaho,381
ID,2022,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.233161995,Idaho,189
ID,2022,April,12 month-ending,Methadone (T40.3),100,0.233161995,Idaho,
ID,2022,April,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.233161995,Idaho,140
ID,2022,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.233161995,Idaho,265
ID,2022,April,12 month-ending,Percent with drugs specified,100,0.233161995,Idaho,
ID,2022,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.233161995,Idaho,88
ID,2022,April,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.233161995,Idaho,254
ID,2022,April,12 month-ending,Number of Deaths,100,0.233161995,Idaho,
ID,2022,April,12 month-ending,Heroin (T40.1),100,0.233161995,Idaho,17
ID,2022,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.233161995,Idaho,91
ID,2022,April,12 month-ending,Cocaine (T40.5),100,0.233161995,Idaho,11
ID,2022,August,12 month-ending,Number of Drug Overdose Deaths,99.5,0.329034655,Idaho,365
ID,2022,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",99.5,0.329034655,Idaho,190
ID,2022,August,12 month-ending,Psychostimulants with abuse potential (T43.6),99.5,0.329034655,Idaho,121
ID,2022,August,12 month-ending,Methadone (T40.3),99.5,0.329034655,Idaho,
ID,2022,August,12 month-ending,Percent with drugs specified,99.5,0.329034655,Idaho,
ID,2022,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",99.5,0.329034655,Idaho,257
ID,2022,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",99.5,0.329034655,Idaho,89
ID,2022,August,12 month-ending,Number of Deaths,99.5,0.329034655,Idaho,
ID,2022,August,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",99.5,0.329034655,Idaho,253
ID,2022,August,12 month-ending,Heroin (T40.1),99.5,0.329034655,Idaho,
ID,2022,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),99.5,0.329034655,Idaho,83
ID,2022,August,12 month-ending,Cocaine (T40.5),99.5,0.329034655,Idaho,14
ID,2022,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.191306196,Idaho,250
ID,2022,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.191306196,Idaho,174
ID,2022,February,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.191306196,Idaho,139
ID,2022,February,12 month-ending,Number of Drug Overdose Deaths,100,0.191306196,Idaho,369
ID,2022,February,12 month-ending,Percent with drugs specified,100,0.191306196,Idaho,
ID,2022,February,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.191306196,Idaho,236
ID,2022,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.191306196,Idaho,89
ID,2022,February,12 month-ending,Cocaine (T40.5),100,0.191306196,Idaho,10
ID,2022,February,12 month-ending,Heroin (T40.1),100,0.191306196,Idaho,19
ID,2022,February,12 month-ending,Number of Deaths,100,0.191306196,Idaho,
ID,2022,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.191306196,Idaho,93
ID,2022,February,12 month-ending,Methadone (T40.3),100,0.191306196,Idaho,
ID,2022,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.183081148,Idaho,248
ID,2022,January,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.183081148,Idaho,137
ID,2022,January,12 month-ending,Heroin (T40.1),100,0.183081148,Idaho,19
ID,2022,January,12 month-ending,Percent with drugs specified,100,0.183081148,Idaho,
ID,2022,January,12 month-ending,Number of Deaths,100,0.183081148,Idaho,
ID,2022,January,12 month-ending,Cocaine (T40.5),100,0.183081148,Idaho,
ID,2022,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.183081148,Idaho,168
ID,2022,January,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.183081148,Idaho,234
ID,2022,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.183081148,Idaho,97
ID,2022,January,12 month-ending,Number of Drug Overdose Deaths,100,0.183081148,Idaho,366
ID,2022,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.183081148,Idaho,92
ID,2022,January,12 month-ending,Methadone (T40.3),100,0.183081148,Idaho,
ID,2022,July,12 month-ending,Number of Drug Overdose Deaths,100,0.321729958,Idaho,358
ID,2022,July,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.321729958,Idaho,126
ID,2022,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.321729958,Idaho,247
ID,2022,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.321729958,Idaho,182
ID,2022,July,12 month-ending,Percent with drugs specified,100,0.321729958,Idaho,
ID,2022,July,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.321729958,Idaho,245
ID,2022,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.321729958,Idaho,87
ID,2022,July,12 month-ending,Number of Deaths,100,0.321729958,Idaho,
ID,2022,July,12 month-ending,Methadone (T40.3),100,0.321729958,Idaho,
ID,2022,July,12 month-ending,Heroin (T40.1),100,0.321729958,Idaho,
ID,2022,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.321729958,Idaho,84
ID,2022,July,12 month-ending,Cocaine (T40.5),100,0.321729958,Idaho,13
ID,2022,June,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.286062404,Idaho,126
ID,2022,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.286062404,Idaho,251
ID,2022,June,12 month-ending,Number of Drug Overdose Deaths,100,0.286062404,Idaho,362
ID,2022,June,12 month-ending,Methadone (T40.3),100,0.286062404,Idaho,
ID,2022,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.286062404,Idaho,85
ID,2022,June,12 month-ending,Percent with drugs specified,100,0.286062404,Idaho,
ID,2022,June,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.286062404,Idaho,246
ID,2022,June,12 month-ending,Number of Deaths,100,0.286062404,Idaho,
ID,2022,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.286062404,Idaho,88
ID,2022,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.286062404,Idaho,182
ID,2022,June,12 month-ending,Heroin (T40.1),100,0.286062404,Idaho,10
ID,2022,June,12 month-ending,Cocaine (T40.5),100,0.286062404,Idaho,11
ID,2022,March,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.217518171,Idaho,255
ID,2022,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.217518171,Idaho,190
ID,2022,March,12 month-ending,Percent with drugs specified,100,0.217518171,Idaho,
ID,2022,March,12 month-ending,Methadone (T40.3),100,0.217518171,Idaho,
ID,2022,March,12 month-ending,Number of Drug Overdose Deaths,100,0.217518171,Idaho,385
ID,2022,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.217518171,Idaho,269
ID,2022,March,12 month-ending,Heroin (T40.1),100,0.217518171,Idaho,19
ID,2022,March,12 month-ending,Number of Deaths,100,0.217518171,Idaho,
ID,2022,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.217518171,Idaho,92
ID,2022,March,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.217518171,Idaho,142
ID,2022,March,12 month-ending,Cocaine (T40.5),100,0.217518171,Idaho,11
ID,2022,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.217518171,Idaho,97
ID,2022,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.250319557,Idaho,177
ID,2022,May,12 month-ending,Number of Drug Overdose Deaths,100,0.250319557,Idaho,363
ID,2022,May,12 month-ending,Methadone (T40.3),100,0.250319557,Idaho,
ID,2022,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.250319557,Idaho,88
ID,2022,May,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.250319557,Idaho,125
ID,2022,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.250319557,Idaho,252
ID,2022,May,12 month-ending,Number of Deaths,100,0.250319557,Idaho,
ID,2022,May,12 month-ending,Cocaine (T40.5),100,0.250319557,Idaho,10
ID,2022,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.250319557,Idaho,91
ID,2022,May,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.250319557,Idaho,242
ID,2022,May,12 month-ending,Heroin (T40.1),100,0.250319557,Idaho,14
ID,2022,May,12 month-ending,Percent with drugs specified,100,0.250319557,Idaho,
ID,2022,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.45441305,Idaho,68
ID,2022,November,12 month-ending,Number of Deaths,100,0.45441305,Idaho,
ID,2022,November,12 month-ending,Percent with drugs specified,100,0.45441305,Idaho,
ID,2022,November,12 month-ending,Number of Drug Overdose Deaths,100,0.45441305,Idaho,359
ID,2022,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.45441305,Idaho,75
ID,2022,November,12 month-ending,Methadone (T40.3),100,0.45441305,Idaho,12
ID,2022,November,12 month-ending,Cocaine (T40.5),100,0.45441305,Idaho,15
ID,2022,November,12 month-ending,Heroin (T40.1),100,0.45441305,Idaho,
ID,2022,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.45441305,Idaho,247
ID,2022,November,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.45441305,Idaho,127
ID,2022,November,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.45441305,Idaho,243
ID,2022,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.45441305,Idaho,188
ID,2022,October,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.441463135,Idaho,252
ID,2022,October,12 month-ending,Percent with drugs specified,100,0.441463135,Idaho,
ID,2022,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.441463135,Idaho,78
ID,2022,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.441463135,Idaho,84
ID,2022,October,12 month-ending,Number of Deaths,100,0.441463135,Idaho,
ID,2022,October,12 month-ending,Heroin (T40.1),100,0.441463135,Idaho,10
ID,2022,October,12 month-ending,Number of Drug Overdose Deaths,100,0.441463135,Idaho,365
ID,2022,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.441463135,Idaho,256
ID,2022,October,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.441463135,Idaho,126
ID,2022,October,12 month-ending,Cocaine (T40.5),100,0.441463135,Idaho,15
ID,2022,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.441463135,Idaho,190
ID,2022,October,12 month-ending,Methadone (T40.3),100,0.441463135,Idaho,11
ID,2022,September,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",99.5,0.352500551,Idaho,250
ID,2022,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",99.5,0.352500551,Idaho,87
ID,2022,September,12 month-ending,Number of Drug Overdose Deaths,99.5,0.352500551,Idaho,363
ID,2022,September,12 month-ending,Percent with drugs specified,99.5,0.352500551,Idaho,
ID,2022,September,12 month-ending,Heroin (T40.1),99.5,0.352500551,Idaho,
ID,2022,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),99.5,0.352500551,Idaho,81
ID,2022,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",99.5,0.352500551,Idaho,253
ID,2022,September,12 month-ending,Number of Deaths,99.5,0.352500551,Idaho,
ID,2022,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",99.5,0.352500551,Idaho,186
ID,2022,September,12 month-ending,Methadone (T40.3),99.5,0.352500551,Idaho,10
ID,2022,September,12 month-ending,Psychostimulants with abuse potential (T43.6),99.5,0.352500551,Idaho,124
ID,2022,September,12 month-ending,Cocaine (T40.5),99.5,0.352500551,Idaho,14
IL,2022,April,12 month-ending,Number of Drug Overdose Deaths,100,0.19689665,Illinois,"3,990"
IL,2022,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.19689665,Illinois,"2,971"
IL,2022,April,12 month-ending,Methadone (T40.3),100,0.19689665,Illinois,170
IL,2022,April,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.19689665,Illinois,563
IL,2022,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.19689665,Illinois,"3,299"
IL,2022,April,12 month-ending,Percent with drugs specified,100,0.19689665,Illinois,
IL,2022,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.19689665,Illinois,525
IL,2022,April,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.19689665,Illinois,"3,257"
IL,2022,April,12 month-ending,Number of Deaths,100,0.19689665,Illinois,
IL,2022,April,12 month-ending,Heroin (T40.1),100,0.19689665,Illinois,760
IL,2022,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.19689665,Illinois,671
IL,2022,April,12 month-ending,Cocaine (T40.5),100,0.19689665,Illinois,"1,461"
IL,2022,August,12 month-ending,Number of Drug Overdose Deaths,100,0.199814051,Illinois,"3,887"
IL,2022,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.199814051,Illinois,"2,937"
IL,2022,August,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.199814051,Illinois,531
IL,2022,August,12 month-ending,Methadone (T40.3),100,0.199814051,Illinois,172
IL,2022,August,12 month-ending,Percent with drugs specified,100,0.199814051,Illinois,
IL,2022,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.199814051,Illinois,"3,229"
IL,2022,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.199814051,Illinois,611
IL,2022,August,12 month-ending,Number of Deaths,100,0.199814051,Illinois,
IL,2022,August,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.199814051,Illinois,"3,191"
IL,2022,August,12 month-ending,Heroin (T40.1),100,0.199814051,Illinois,608
IL,2022,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.199814051,Illinois,463
IL,2022,August,12 month-ending,Cocaine (T40.5),100,0.199814051,Illinois,"1,465"
IL,2022,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.185699522,Illinois,"3,317"
IL,2022,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.185699522,Illinois,"2,988"
IL,2022,February,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.185699522,Illinois,567
IL,2022,February,12 month-ending,Number of Drug Overdose Deaths,100,0.185699522,Illinois,"4,026"
IL,2022,February,12 month-ending,Percent with drugs specified,100,0.185699522,Illinois,
IL,2022,February,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.185699522,Illinois,"3,273"
IL,2022,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.185699522,Illinois,545
IL,2022,February,12 month-ending,Cocaine (T40.5),100,0.185699522,Illinois,"1,406"
IL,2022,February,12 month-ending,Heroin (T40.1),100,0.185699522,Illinois,816
IL,2022,February,12 month-ending,Number of Deaths,100,0.185699522,Illinois,
IL,2022,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.185699522,Illinois,696
IL,2022,February,12 month-ending,Methadone (T40.3),100,0.185699522,Illinois,176
IL,2022,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.177316449,Illinois,"3,242"
IL,2022,January,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.177316449,Illinois,560
IL,2022,January,12 month-ending,Heroin (T40.1),100,0.177316449,Illinois,818
IL,2022,January,12 month-ending,Percent with drugs specified,100,0.177316449,Illinois,
IL,2022,January,12 month-ending,Number of Deaths,100,0.177316449,Illinois,
IL,2022,January,12 month-ending,Cocaine (T40.5),100,0.177316449,Illinois,"1,376"
IL,2022,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.177316449,Illinois,"2,912"
IL,2022,January,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.177316449,Illinois,"3,194"
IL,2022,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.177316449,Illinois,684
IL,2022,January,12 month-ending,Number of Drug Overdose Deaths,100,0.177316449,Illinois,"3,943"
IL,2022,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.177316449,Illinois,534
IL,2022,January,12 month-ending,Methadone (T40.3),100,0.177316449,Illinois,174
IL,2022,July,12 month-ending,Number of Drug Overdose Deaths,100,0.197289902,Illinois,"3,898"
IL,2022,July,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.197289902,Illinois,549
IL,2022,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.197289902,Illinois,"3,214"
IL,2022,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.197289902,Illinois,"2,913"
IL,2022,July,12 month-ending,Percent with drugs specified,100,0.197289902,Illinois,
IL,2022,July,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.197289902,Illinois,"3,175"
IL,2022,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.197289902,Illinois,621
IL,2022,July,12 month-ending,Number of Deaths,100,0.197289902,Illinois,
IL,2022,July,12 month-ending,Methadone (T40.3),100,0.197289902,Illinois,171
IL,2022,July,12 month-ending,Heroin (T40.1),100,0.197289902,Illinois,662
IL,2022,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.197289902,Illinois,476
IL,2022,July,12 month-ending,Cocaine (T40.5),100,0.197289902,Illinois,"1,450"
IL,2022,June,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.198971843,Illinois,560
IL,2022,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.198971843,Illinois,"3,274"
IL,2022,June,12 month-ending,Number of Drug Overdose Deaths,100,0.198971843,Illinois,"3,959"
IL,2022,June,12 month-ending,Methadone (T40.3),100,0.198971843,Illinois,166
IL,2022,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.198971843,Illinois,497
IL,2022,June,12 month-ending,Percent with drugs specified,100,0.198971843,Illinois,
IL,2022,June,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.198971843,Illinois,"3,232"
IL,2022,June,12 month-ending,Number of Deaths,100,0.198971843,Illinois,
IL,2022,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.198971843,Illinois,636
IL,2022,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.198971843,Illinois,"2,966"
IL,2022,June,12 month-ending,Heroin (T40.1),100,0.198971843,Illinois,707
IL,2022,June,12 month-ending,Cocaine (T40.5),100,0.198971843,Illinois,"1,479"
IL,2022,March,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.193706164,Illinois,"3,289"
IL,2022,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.193706164,Illinois,"3,004"
IL,2022,March,12 month-ending,Percent with drugs specified,100,0.193706164,Illinois,
IL,2022,March,12 month-ending,Methadone (T40.3),100,0.193706164,Illinois,174
IL,2022,March,12 month-ending,Number of Drug Overdose Deaths,100,0.193706164,Illinois,"4,043"
IL,2022,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.193706164,Illinois,"3,334"
IL,2022,March,12 month-ending,Heroin (T40.1),100,0.193706164,Illinois,784
IL,2022,March,12 month-ending,Number of Deaths,100,0.193706164,Illinois,
IL,2022,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.193706164,Illinois,540
IL,2022,March,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.193706164,Illinois,577
IL,2022,March,12 month-ending,Cocaine (T40.5),100,0.193706164,Illinois,"1,447"
IL,2022,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.193706164,Illinois,690
IL,2022,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.195751939,Illinois,"2,981"
IL,2022,May,12 month-ending,Number of Drug Overdose Deaths,100,0.195751939,Illinois,"4,003"
IL,2022,May,12 month-ending,Methadone (T40.3),100,0.195751939,Illinois,166
IL,2022,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.195751939,Illinois,515
IL,2022,May,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.195751939,Illinois,567
IL,2022,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.195751939,Illinois,"3,293"
IL,2022,May,12 month-ending,Number of Deaths,100,0.195751939,Illinois,
IL,2022,May,12 month-ending,Cocaine (T40.5),100,0.195751939,Illinois,"1,483"
IL,2022,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.195751939,Illinois,655
IL,2022,May,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.195751939,Illinois,"3,250"
IL,2022,May,12 month-ending,Heroin (T40.1),100,0.195751939,Illinois,738
IL,2022,May,12 month-ending,Percent with drugs specified,100,0.195751939,Illinois,
IL,2022,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.21549402,Illinois,444
IL,2022,November,12 month-ending,Number of Deaths,100,0.21549402,Illinois,
IL,2022,November,12 month-ending,Percent with drugs specified,100,0.21549402,Illinois,
IL,2022,November,12 month-ending,Number of Drug Overdose Deaths,100,0.21549402,Illinois,"3,897"
IL,2022,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.21549402,Illinois,584
IL,2022,November,12 month-ending,Methadone (T40.3),100,0.21549402,Illinois,162
IL,2022,November,12 month-ending,Cocaine (T40.5),100,0.21549402,Illinois,"1,521"
IL,2022,November,12 month-ending,Heroin (T40.1),100,0.21549402,Illinois,556
IL,2022,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.21549402,Illinois,"3,254"
IL,2022,November,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.21549402,Illinois,539
IL,2022,November,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.21549402,Illinois,"3,218"
IL,2022,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.21549402,Illinois,"2,983"
IL,2022,October,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",100,0.209683411,Illinois,"3,212"
IL,2022,October,12 month-ending,Percent with drugs specified,100,0.209683411,Illinois,
IL,2022,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),100,0.209683411,Illinois,459
IL,2022,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100,0.209683411,Illinois,597
IL,2022,October,12 month-ending,Number of Deaths,100,0.209683411,Illinois,
IL,2022,October,12 month-ending,Heroin (T40.1),100,0.209683411,Illinois,572
IL,2022,October,12 month-ending,Number of Drug Overdose Deaths,100,0.209683411,Illinois,"3,876"
IL,2022,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",100,0.209683411,Illinois,"3,248"
IL,2022,October,12 month-ending,Psychostimulants with abuse potential (T43.6),100,0.209683411,Illinois,549
IL,2022,October,12 month-ending,Cocaine (T40.5),100,0.209683411,Illinois,"1,481"
IL,2022,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,0.209683411,Illinois,"2,956"
IL,2022,October,12 month-ending,Methadone (T40.3),100,0.209683411,Illinois,159
IL,2022,September,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",99.5,0.203220259,Illinois,"3,199"
IL,2022,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",99.5,0.203220259,Illinois,605
IL,2022,September,12 month-ending,Number of Drug Overdose Deaths,99.5,0.203220259,Illinois,"3,884"
IL,2022,September,12 month-ending,Percent with drugs specified,99.5,0.203220259,Illinois,
IL,2022,September,12 month-ending,Heroin (T40.1),99.5,0.203220259,Illinois,590
IL,2022,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),99.5,0.203220259,Illinois,467
IL,2022,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",99.5,0.203220259,Illinois,"3,235"
IL,2022,September,12 month-ending,Number of Deaths,99.5,0.203220259,Illinois,
